sale_price,living_area,bedrooms,house_age,overall_quality,overall_condition,lot_area,full_bath,neighborhood,year_built,year_sold
230000,1314,2,2,7,5,5001,2,NridgHt,2007,2009
552000,2492,2,5,10,5,14836,2,NridgHt,2004,2009
382500,2200,3,6,8,5,15262,2,NridgHt,2003,2009
320000,1884,2,1,9,5,7390,2,NridgHt,2008,2009
248500,1456,2,1,9,5,6472,2,NridgHt,2008,2009
286500,1712,3,7,8,5,16770,2,NridgHt,2002,2009
254000,1324,2,3,8,5,6240,2,NridgHt,2006,2009
173000,1405,2,6,7,5,3480,2,NridgHt,2003,2009
173000,1626,2,6,7,5,2268,2,NridgHt,2003,2009
184000,1456,3,4,7,5,10928,2,Gilbert,2005,2009
167800,1490,3,4,6,5,8918,2,Gilbert,2005,2009
174000,1484,3,4,6,5,12589,2,Gilbert,2005,2009
174000,1560,3,4,6,5,11911,2,Gilbert,2005,2009
174000,1555,2,2,7,5,3684,2,Blmngtn,2007,2009
175900,1569,1,2,7,5,3635,2,Blmngtn,2007,2009
192500,1555,2,4,7,5,3182,2,Blmngtn,2005,2009
181000,1504,1,4,7,5,3182,2,Blmngtn,2005,2009
180000,1220,2,4,7,5,3182,2,Blmngtn,2005,2009
160200,1145,2,4,7,5,3182,2,Blmngtn,2005,2009
188500,1432,3,5,7,5,7795,2,Gilbert,2004,2009
200000,2267,4,7,6,5,8068,2,Gilbert,2002,2009
170000,1374,3,5,7,5,9434,2,Gilbert,2004,2009
189500,1630,3,5,7,5,7984,2,Gilbert,2004,2009
184100,1419,3,7,8,5,7750,2,Gilbert,2002,2009
195500,1594,3,5,7,5,10125,2,Gilbert,2004,2009
192000,1489,3,6,7,5,8965,2,Gilbert,2003,2009
178000,1342,3,6,7,5,8174,2,Gilbert,2003,2009
207500,1314,2,2,7,5,5063,2,NridgHt,2007,2009
236000,2256,4,9,7,5,8795,2,Gilbert,2000,2009
257500,2004,4,7,8,5,12891,2,Gilbert,2002,2009
244000,2054,3,9,6,5,12224,2,Gilbert,2000,2009
167000,1374,3,5,7,5,9734,2,Gilbert,2004,2009
179000,1800,3,9,6,5,8123,2,Gilbert,2000,2009
190000,1514,3,9,6,5,8433,2,Gilbert,2000,2009
156000,1430,3,10,7,5,7750,2,Gilbert,1999,2009
245000,2312,4,10,7,5,15896,2,Gilbert,1999,2009
181000,1675,3,10,6,5,24682,2,Gilbert,1999,2009
214000,2060,3,10,7,5,8755,2,Gilbert,1999,2009
168000,1430,3,10,7,6,7848,2,Gilbert,1999,2009
337000,2365,3,10,8,5,9430,2,NoRidge,1999,2009
403000,2794,4,14,8,5,15138,2,NoRidge,1995,2009
327000,2687,4,9,8,5,12720,2,NoRidge,2000,2009
340000,2450,3,11,8,5,16545,2,NoRidge,1998,2009
336000,2612,4,11,8,5,12203,2,NoRidge,1998,2009
265000,2344,3,13,7,5,10208,2,NoRidge,1996,2009
315000,2063,3,15,8,5,10750,2,NoRidge,1994,2009
260000,2646,4,16,7,5,9900,2,NoRidge,1993,2009
260000,2061,3,14,7,5,9085,2,NoRidge,1995,2009
263550,2232,3,16,8,5,11692,2,NoRidge,1993,2009
402000,2448,4,15,8,7,46589,2,NoRidge,1994,2009
248000,1850,3,15,7,6,29959,2,NoRidge,1994,2009
244600,1468,3,1,8,5,9612,2,Somerst,2008,2009
275000,1696,3,1,8,5,11194,2,Somerst,2008,2009
257500,1658,3,1,8,5,10206,2,Somerst,2008,2009
287090,1578,3,1,8,5,9262,2,Somerst,2008,2009
275500,1702,3,2,8,5,10130,2,Somerst,2007,2009
245000,1432,3,3,8,5,9139,2,Somerst,2006,2009
253000,1971,3,4,7,5,9675,2,Somerst,2005,2009
468000,2490,2,4,9,5,11128,2,Somerst,2005,2009
252678,1852,3,0,7,5,8640,2,Somerst,2009,2009
210000,1590,3,1,8,5,9000,2,Somerst,2008,2009
208300,1218,2,0,6,5,7862,2,Somerst,2009,2009
225000,1436,3,1,7,5,7993,2,Somerst,2008,2009
229456,1314,3,0,8,5,8640,2,Somerst,2009,2009
229800,1402,3,1,7,5,8640,2,Somerst,2008,2009
250000,1530,3,2,9,5,12606,2,Somerst,2007,2009
370878,1766,2,0,9,5,9187,2,Somerst,2009,2009
238500,1448,2,3,8,5,7500,2,Somerst,2006,2009
310000,2007,3,1,10,5,11003,2,Somerst,2008,2009
270000,1795,3,3,8,5,10603,2,Somerst,2006,2009
252000,1953,3,4,8,5,10574,2,Somerst,2005,2009
241000,1550,2,3,7,5,8125,2,Somerst,2006,2009
264500,1836,3,1,8,5,8125,2,Somerst,2008,2009
291000,1662,3,3,7,5,10625,2,Somerst,2006,2009
263000,2094,4,6,7,5,9375,2,Somerst,2003,2009
185000,1221,2,5,7,5,7500,2,Somerst,2004,2009
234500,1553,3,6,7,5,8736,2,Somerst,2003,2009
209000,1653,3,6,7,5,8127,2,Somerst,2003,2009
159000,1218,3,2,7,6,9605,1,SawyerW,2007,2009
152000,1141,3,3,7,5,7500,1,SawyerW,2006,2009
143500,1158,3,5,6,5,7500,1,SawyerW,2004,2009
193000,1812,3,5,7,5,10628,2,SawyerW,2004,2009
203000,1512,3,5,8,5,10141,2,SawyerW,2004,2009
184900,1200,2,6,7,5,10083,2,SawyerW,2003,2009
159000,1114,3,5,7,5,13072,1,SawyerW,2004,2009
142000,1114,3,5,5,5,13072,1,SawyerW,2004,2009
153000,1114,3,6,5,5,12450,2,SawyerW,2003,2009
224243,1450,2,1,7,5,7328,2,SawyerW,2008,2009
220000,2122,4,13,7,5,11492,2,SawyerW,1996,2009
257000,1844,2,4,8,5,10994,2,SawyerW,2005,2009
189000,1434,3,8,7,5,8529,2,SawyerW,2001,2009
171500,1730,3,17,6,6,7703,2,SawyerW,1992,2009
120000,1217,3,29,6,6,10762,1,SawyerW,1980,2009
145000,1332,2,19,6,5,7175,2,SawyerW,1990,2009
184000,1540,3,15,7,5,9109,2,SawyerW,1994,2009
162000,1400,3,23,6,7,10274,2,SawyerW,1986,2009
160000,1882,4,28,6,7,8250,2,SawyerW,1981,2009
82000,841,2,59,4,4,8400,1,SawyerW,1950,2009
76000,784,2,81,6,3,9000,1,SawyerW,1928,2009
110000,980,3,47,5,5,9750,1,Sawyer,1962,2009
135000,980,3,32,5,6,7064,1,Sawyer,1977,2009
141000,864,3,48,5,6,8499,1,Sawyer,1961,2009
122000,864,2,48,5,5,9079,1,Sawyer,1961,2009
124100,1020,3,44,5,5,9316,2,Sawyer,1965,2009
129000,912,3,46,5,8,7791,1,Sawyer,1963,2009
131400,1144,3,48,5,6,10000,1,Sawyer,1961,2009
62383,864,3,44,5,5,8281,1,Sawyer,1965,2009
123000,912,3,47,5,6,7150,1,Sawyer,1962,2009
275000,2014,2,29,8,8,15676,2,Veenker,1980,2009
235000,1755,3,18,7,8,11949,2,NoRidge,1991,2009
280750,3005,3,5,7,5,2880,2,Somerst,2004,2009
164500,1224,2,0,6,5,3951,2,Somerst,2009,2009
173733,1224,2,0,6,5,3000,2,Somerst,2009,2009
222000,1726,2,1,6,5,3830,2,Somerst,2008,2009
195000,1256,1,1,6,5,4217,1,Somerst,2008,2009
172500,1471,3,10,6,5,3230,2,Somerst,1999,2009
180000,1512,2,9,6,5,2998,2,Somerst,2000,2009
156000,1452,3,10,7,5,3768,2,Somerst,1999,2009
172500,1739,3,10,8,5,2645,2,Somerst,1999,2009
318750,1694,2,32,8,9,14694,2,Veenker,1977,2009
211500,1226,1,28,8,5,3782,1,Greens,1981,2009
241600,1740,2,28,7,5,15417,1,Veenker,1981,2009
180500,2499,4,33,8,5,9600,2,Veenker,1976,2009
150000,1620,3,33,4,4,9991,2,Sawyer,1976,2009
154000,1556,4,41,6,6,11700,1,NWAmes,1968,2009
185000,1442,2,39,6,6,11717,2,NWAmes,1970,2009
185750,1489,3,41,6,7,9156,2,NWAmes,1968,2009
200000,2090,3,36,7,6,10382,2,NWAmes,1973,2009
206000,2067,3,35,7,6,12732,2,NWAmes,1974,2009
162000,1395,3,37,6,6,12936,1,NWAmes,1972,2009
256900,2640,5,42,6,7,10400,2,NWAmes,1967,2009
197900,1724,3,42,6,5,17871,1,NWAmes,1967,2009
163000,1336,3,40,5,5,9600,2,NWAmes,1969,2009
113000,1216,3,40,6,5,9000,1,NWAmes,1969,2009
230000,2288,4,32,7,7,13774,1,NWAmes,1977,2009
167900,1334,2,32,6,5,9650,2,NWAmes,1977,2009
213250,1680,3,11,7,5,10140,2,NWAmes,1998,2009
227000,1665,3,8,8,6,8400,2,NWAmes,2001,2009
130000,864,2,42,5,6,7130,1,NAmes,1967,2009
143000,1568,3,42,5,5,9600,1,NAmes,1967,2009
117500,925,2,44,5,6,9100,1,NAmes,1965,2009
168500,2061,4,35,7,5,9600,2,NWAmes,1974,2009
172500,1320,3,38,6,5,16500,2,NWAmes,1971,2009
161500,1342,3,42,6,5,9790,2,NWAmes,1967,2009
141500,894,2,49,4,7,7436,1,NAmes,1960,2009
118000,864,3,50,5,7,8125,1,NAmes,1959,2009
127500,864,2,50,6,6,9100,1,NAmes,1959,2009
140000,1362,3,52,4,5,9450,1,NAmes,1957,2009
177625,1728,3,53,5,6,13495,2,NAmes,1956,2009
110000,1776,4,51,5,5,11475,2,NAmes,1958,2009
167000,1516,3,45,6,6,10004,1,NAmes,1964,2009
153000,1313,3,48,5,6,9350,1,NAmes,1961,2009
145100,1292,3,45,5,5,10500,1,NAmes,1964,2009
154000,1154,3,43,5,6,11000,1,NAmes,1966,2009
177500,2140,4,44,5,6,8970,2,NAmes,1965,2009
158000,1445,3,45,6,6,12095,1,NAmes,1964,2009
124500,1041,3,50,5,6,9600,1,NAmes,1959,2009
174500,1576,4,48,6,6,11475,1,NAmes,1961,2009
122000,960,2,54,5,5,9768,1,NAmes,1955,2009
82500,708,2,69,4,7,5330,1,BrkSide,1940,2009
110000,1203,3,59,5,4,7015,1,BrkSide,1950,2009
149500,1505,2,56,6,4,12160,1,NAmes,1953,2009
175000,1691,2,42,6,5,9900,1,NAmes,1967,2009
167000,1644,3,56,6,5,9600,1,NAmes,1953,2009
128900,1050,2,53,5,6,9600,1,NAmes,1956,2009
140000,1668,3,59,6,8,9600,1,NAmes,1950,2009
147000,1113,3,59,5,7,9600,1,NAmes,1950,2009
124000,1584,4,42,5,5,8944,2,NAmes,1967,2009
187500,1453,3,48,6,6,10573,2,NAmes,1961,2009
159000,1394,3,46,6,5,9500,1,NAmes,1963,2009
256000,1567,2,43,6,8,14695,2,NAmes,1966,2009
205000,1986,3,44,7,6,13600,2,NAmes,1965,2009
193500,2142,4,41,6,6,13000,2,NAmes,1968,2009
110000,1392,2,41,6,3,13560,1,NAmes,1968,2009
104900,1738,4,89,4,4,12513,2,NAmes,1920,2009
150000,1144,3,53,5,7,8760,1,NAmes,1956,2009
156500,1478,3,52,6,3,8400,1,NAmes,1957,2009
176000,1329,3,49,7,6,12285,1,NAmes,1960,2009
149500,988,3,50,6,8,9240,2,NAmes,1959,2009
139000,1632,3,51,6,6,9600,2,NAmes,1958,2009
155000,1215,3,51,6,7,12400,1,NAmes,1958,2009
120000,1202,3,53,5,5,8750,1,NAmes,1956,2009
153000,1382,3,54,5,5,8750,1,NAmes,1955,2009
144000,1200,3,53,4,5,10400,1,NAmes,1956,2009
176000,1382,3,47,6,5,19296,1,NAmes,1962,2009
153000,1297,3,55,5,6,8532,1,NAmes,1954,2009
135000,1866,4,51,5,4,9482,2,NAmes,1958,2009
131000,1062,3,55,6,7,8128,1,NAmes,1954,2009
123000,1319,3,56,5,6,10634,1,NAmes,1953,2009
126000,1112,2,58,5,5,13070,1,NAmes,1951,2009
115000,1005,2,54,4,5,10434,1,NAmes,1955,2009
164900,1363,2,58,5,7,14559,1,NAmes,1951,2009
113000,793,2,64,5,6,8480,1,NAmes,1945,2009
145500,1031,2,57,5,8,7626,1,NAmes,1952,2009
102900,1210,2,56,5,5,9533,1,NAmes,1953,2009
95000,1699,3,109,3,5,10615,2,OldTown,1900,2009
152500,1527,3,61,7,7,11419,1,NAmes,1948,2009
129900,1200,3,59,5,6,9600,1,NAmes,1950,2009
132000,972,2,61,6,6,8000,1,NAmes,1948,2009
99900,792,2,51,3,5,5470,1,OldTown,1958,2009
135000,1656,3,93,5,7,10410,2,OldTown,1916,2009
149000,1352,4,70,5,7,10800,2,OldTown,1939,2009
114000,1039,2,109,4,8,8146,1,OldTown,1900,2009
109500,792,2,85,5,8,9022,1,OldTown,1924,2009
125000,1078,3,84,5,7,10230,1,OldTown,1925,2009
142900,2377,3,94,4,5,10410,2,OldTown,1915,2009
156500,1690,4,99,7,9,7200,2,OldTown,1910,2009
59000,599,2,69,2,5,5400,1,OldTown,1940,2009
105000,1374,2,89,4,6,5400,1,OldTown,1920,2009
106000,846,2,89,5,7,10800,1,OldTown,1920,2009
78500,725,1,119,3,5,10800,1,OldTown,1890,2009
190000,2544,6,40,6,5,9671,2,NAmes,1969,2009
154000,1380,3,46,6,7,10143,1,NAmes,1963,2009
163000,1040,3,42,6,4,11500,1,NAmes,1967,2009
200000,2634,6,40,5,5,11643,2,NAmes,1969,2009
143500,951,2,51,6,9,8010,1,NAmes,1958,2009
135000,1105,3,52,6,6,10454,1,NAmes,1957,2009
153000,1306,2,52,5,7,8712,1,NAmes,1957,2009
157500,1478,3,49,6,5,17600,2,NAmes,1960,2009
113500,1142,2,51,6,6,9000,1,NAmes,1958,2009
133000,1268,3,60,5,7,12144,1,NAmes,1949,2009
92900,1040,2,59,3,4,8544,2,NAmes,1950,2009
128500,1133,3,59,6,5,8064,1,NAmes,1950,2009
90000,1040,2,60,4,5,7200,2,NAmes,1949,2009
138000,1904,3,59,5,4,7200,1,NAmes,1950,2009
128000,1041,3,51,5,6,7350,1,NAmes,1958,2009
139000,1339,3,51,5,6,7560,1,NAmes,1958,2009
118900,732,2,57,5,7,7200,1,NAmes,1952,2009
138000,1183,3,50,5,5,8000,1,NAmes,1959,2009
132500,1148,3,50,5,5,7931,1,NAmes,1959,2009
133500,1461,4,60,4,7,10800,2,NAmes,1949,2009
135000,1495,3,61,6,7,8064,1,NAmes,1948,2009
144750,1806,4,45,6,5,7570,1,NAmes,1964,2009
145000,941,2,31,5,7,8604,1,NAmes,1978,2009
127000,1045,3,46,6,6,7936,1,NAmes,1963,2009
109500,894,2,47,5,5,6600,1,NAmes,1962,2009
115000,1224,3,83,6,8,3950,1,OldTown,1926,2009
110000,1230,2,99,5,6,10440,1,OldTown,1910,2009
128900,1378,3,74,6,8,4080,1,OldTown,1935,2009
103500,1944,4,99,6,5,10307,2,OldTown,1910,2009
66500,1131,3,68,5,6,5720,1,OldTown,1941,2009
130000,1306,3,99,5,8,15660,1,OldTown,1910,2009
129000,1464,3,99,5,8,9900,2,OldTown,1910,2009
150000,1558,3,70,5,6,6406,1,OldTown,1939,2009
107500,2372,4,117,5,4,6600,2,OldTown,1892,2009
94550,1701,4,89,4,6,7627,2,OldTown,1920,2009
124500,1960,4,57,5,5,7596,2,OldTown,1952,2009
135000,1389,3,63,7,8,3378,1,OldTown,1946,2009
103000,1447,3,99,5,5,10134,1,OldTown,1910,2009
93000,936,2,56,4,4,6000,1,OldTown,1953,2009
129500,1328,3,59,5,7,6000,1,OldTown,1950,2009
93000,1387,3,55,5,4,6000,2,OldTown,1954,2009
80000,861,2,89,4,6,7404,1,OldTown,1920,2009
45000,612,1,69,2,4,5925,1,OldTown,1940,2009
37900,968,2,99,3,6,5925,1,OldTown,1910,2009
91300,886,2,71,5,8,5784,1,OldTown,1938,2009
99500,792,2,86,5,8,8520,1,OldTown,1923,2009
113000,1452,2,89,4,5,4456,2,OldTown,1920,2009
87500,1510,3,99,4,4,9600,2,OldTown,1910,2009
110000,1284,2,62,5,7,3500,1,OldTown,1947,2009
106000,2138,2,111,5,5,8100,2,OldTown,1898,2009
265979,2640,4,129,7,7,11700,1,OldTown,1880,2009
160000,2007,3,109,6,7,8400,2,OldTown,1900,2009
119000,1288,3,92,6,7,3600,1,OldTown,1917,2009
168000,1742,4,127,8,9,17671,1,OldTown,1882,2009
58500,816,2,99,4,3,3300,1,OldTown,1910,2009
143000,1482,3,89,7,9,9000,1,OldTown,1920,2009
85000,1022,2,99,5,4,7200,1,OldTown,1910,2009
124900,1869,2,119,5,6,8820,1,OldTown,1890,2009
119000,1480,3,89,6,6,5400,1,OldTown,1920,2009
146500,1521,4,99,6,7,9720,1,OldTown,1910,2009
34900,720,2,89,4,5,7879,1,IDOTRR,1920,2009
44000,797,2,109,3,3,9392,1,IDOTRR,1900,2009
223500,1576,3,86,5,6,21384,1,BrkSide,1923,2009
149000,1432,3,86,6,6,6615,1,BrkSide,1923,2009
205000,1548,3,84,7,7,7264,2,BrkSide,1925,2009
137000,1654,3,79,5,7,4960,2,BrkSide,1930,2009
121000,952,2,93,6,6,8854,1,BrkSide,1916,2009
128000,1324,3,73,4,6,6000,1,BrkSide,1936,2009
134900,1176,2,72,6,9,6000,1,BrkSide,1937,2009
117000,1348,3,84,5,8,6000,1,BrkSide,1925,2009
132500,1412,4,70,6,6,6000,1,BrkSide,1939,2009
93000,1142,3,85,5,5,6000,1,BrkSide,1924,2009
119000,904,2,83,6,7,6000,1,BrkSide,1926,2009
100000,1301,2,85,5,5,6911,1,BrkSide,1924,2009
141500,1539,3,73,5,6,6120,1,BrkSide,1936,2009
133000,1573,3,74,4,7,6120,1,BrkSide,1935,2009
60000,800,1,73,2,3,6120,1,BrkSide,1936,2009
105000,875,2,78,5,7,6120,1,BrkSide,1931,2009
115000,995,2,84,5,6,6120,1,BrkSide,1925,2009
150000,1582,3,71,5,6,6120,2,BrkSide,1938,2009
126500,1072,2,84,5,5,8635,1,BrkSide,1925,2009
214500,2134,5,93,6,6,11888,2,BrkSide,1916,2009
167500,2019,3,99,7,8,11414,1,BrkSide,1910,2009
155000,1768,3,94,6,6,8094,2,OldTown,1915,2009
155000,1826,4,94,7,8,2500,1,OldTown,1915,2009
179900,1944,3,94,7,8,9928,2,OldTown,1915,2009
104000,2229,5,97,6,6,5520,1,OldTown,1912,2009
62500,2128,4,87,5,1,3000,2,OldTown,1922,2009
149000,1930,4,82,6,5,6876,2,IDOTRR,1927,2009
103000,1208,2,84,4,5,6240,1,IDOTRR,1925,2009
123000,1427,3,94,6,7,5775,1,OldTown,1915,2009
97500,1864,6,107,7,5,5852,2,OldTown,1902,2009
135000,1666,3,82,6,6,5160,1,IDOTRR,1927,2009
70000,892,1,86,4,6,5160,1,IDOTRR,1923,2009
116000,1403,3,94,6,7,10320,1,IDOTRR,1915,2009
88750,704,2,63,4,9,4280,1,Sawyer,1946,2009
179000,1200,3,22,5,5,10800,3,Edwards,1987,2009
179000,1200,3,22,5,5,10800,3,Edwards,1987,2009
159900,1152,2,31,5,5,10547,2,Edwards,1978,2009
61000,904,1,87,1,1,10020,0,Edwards,1922,2009
103600,1369,3,84,6,6,6629,2,Edwards,1925,2009
63000,1112,4,75,5,3,9780,2,Edwards,1934,2009
175000,1464,3,46,5,6,12886,2,Sawyer,1963,2009
139000,1121,3,46,5,6,8816,1,Sawyer,1963,2009
172500,1683,3,31,6,5,11184,2,Sawyer,1978,2009
113500,1052,3,42,5,6,11625,1,Sawyer,1967,2009
130000,899,3,42,5,7,7800,1,Sawyer,1967,2009
149900,1034,3,31,6,5,8014,1,Sawyer,1978,2009
134900,858,2,27,5,5,7252,1,Sawyer,1982,2009
137000,860,2,27,5,6,8740,1,Sawyer,1982,2009
139000,1092,3,47,5,5,11616,1,Sawyer,1962,2009
165000,1774,4,48,5,5,15400,2,Sawyer,1961,2009
148000,1138,3,49,6,5,15312,1,Sawyer,1960,2009
165000,2071,4,53,5,5,15584,1,ClearCr,1956,2009
63900,660,2,62,2,2,9000,1,Sawyer,1947,2009
161500,1788,5,52,4,5,11250,1,ClearCr,1957,2009
143000,1473,1,41,5,8,25095,1,ClearCr,1968,2009
135000,1229,3,53,4,6,17140,1,Edwards,1956,2009
82500,861,1,69,4,5,12342,1,Edwards,1940,2009
190000,1867,2,54,5,5,10708,1,ClearCr,1955,2009
139600,1733,4,54,3,5,13680,2,Edwards,1955,2009
122000,1383,2,55,4,5,15635,1,Edwards,1954,2009
127500,1689,3,53,6,5,9855,1,Edwards,1956,2009
121500,1073,2,53,5,5,9571,1,Edwards,1956,2009
60000,1276,3,51,5,3,9571,1,Edwards,1958,2009
154400,1639,3,63,6,7,9350,1,Edwards,1946,2009
113000,672,2,68,4,6,9340,1,Edwards,1941,2009
125000,1089,3,55,5,6,7440,1,Edwards,1954,2009
84000,845,3,52,4,3,11500,1,Edwards,1957,2009
139500,1049,2,25,5,5,4235,2,Edwards,1984,2009
131000,1716,3,60,5,4,11409,1,Edwards,1949,2009
105000,1258,2,70,6,5,9060,1,Edwards,1939,2009
108000,1510,4,69,4,5,9084,1,Edwards,1940,2009
162000,1061,1,19,7,6,10778,1,SawyerW,1990,2009
156500,1338,2,26,6,5,19255,1,SawyerW,1983,2009
316600,2132,1,26,8,8,12327,1,SawyerW,1983,2009
271900,2196,3,19,7,7,14684,2,SawyerW,1990,2009
213000,1775,3,16,7,5,9317,2,SawyerW,1993,2009
239900,1879,3,16,7,5,10560,2,SawyerW,1993,2009
239500,2020,3,14,8,5,9828,2,SawyerW,1995,2009
131000,2016,4,129,5,7,26400,1,SawyerW,1880,2009
118964,1535,4,30,5,5,7018,2,SawyerW,1979,2009
153337,1224,2,30,5,5,7018,0,SawyerW,1979,2009
147983,2228,6,30,5,5,7018,2,SawyerW,1979,2009
118858,1535,4,30,5,5,7018,2,SawyerW,1979,2009
118858,1535,4,30,5,5,7018,2,SawyerW,1979,2009
142953,2240,6,30,5,5,7018,2,SawyerW,1979,2009
148325,1229,2,30,5,5,7040,0,SawyerW,1979,2009
113722,1513,4,30,5,5,7007,2,SawyerW,1979,2009
269500,2787,6,9,7,5,11855,4,SawyerW,2000,2009
269500,2787,6,9,7,5,7939,4,SawyerW,2000,2009
269500,2787,6,9,7,5,7976,4,SawyerW,2000,2009
323262,1680,1,0,9,5,10933,1,CollgCr,2009,2009
297000,1718,3,2,8,5,10637,2,CollgCr,2007,2009
295493,1630,3,1,8,5,10226,2,CollgCr,2008,2009
332000,1720,3,1,9,5,10816,2,CollgCr,2008,2009
239900,1468,3,1,8,5,9178,2,CollgCr,2008,2009
212000,1768,3,2,8,5,10769,2,CollgCr,2007,2009
272500,1838,3,2,8,5,11422,2,CollgCr,2007,2009
239000,1800,2,2,9,5,11923,2,CollgCr,2007,2009
220000,1604,3,3,7,5,8814,2,CollgCr,2006,2009
200000,1290,2,2,7,5,6762,2,CollgCr,2007,2009
221800,1254,2,1,8,5,10324,2,CollgCr,2008,2009
194500,1232,2,2,7,5,7314,2,CollgCr,2007,2009
237000,1498,3,4,8,5,11645,2,CollgCr,2005,2009
173000,1422,3,4,6,5,11646,2,CollgCr,2005,2009
275000,1644,2,20,7,5,12800,2,SawyerW,1989,2009
233500,1759,3,17,7,5,16698,2,ClearCr,1992,2009
185000,2126,3,42,5,5,28698,2,ClearCr,1967,2009
152000,1040,3,13,5,5,12464,1,CollgCr,1996,2009
143000,990,3,15,5,7,9757,1,CollgCr,1994,2009
231500,1764,3,12,6,5,15426,2,CollgCr,1997,2009
212000,1661,3,13,7,6,10667,2,CollgCr,1996,2009
207000,1463,3,11,7,5,14753,2,CollgCr,1998,2009
145000,1097,3,15,5,5,10859,1,CollgCr,1994,2009
138000,990,3,15,5,5,8072,1,CollgCr,1994,2009
197900,1779,3,11,7,5,10400,2,CollgCr,1998,2009
204000,1501,3,10,7,5,10335,2,CollgCr,1999,2009
192000,1431,3,10,7,5,9017,2,CollgCr,1999,2009
200000,1772,3,11,6,5,8750,2,CollgCr,1998,2009
195000,1660,3,7,7,5,8935,2,CollgCr,2002,2009
227000,1573,3,7,7,5,9808,2,CollgCr,2002,2009
230000,1840,3,8,7,5,12420,2,CollgCr,2001,2009
187100,1430,3,8,7,5,16285,2,CollgCr,2001,2009
203000,1444,3,7,7,5,10739,2,CollgCr,2002,2009
201000,1492,3,8,7,5,11166,2,CollgCr,2001,2009
124000,1040,3,31,5,5,8430,2,CollgCr,1978,2009
140000,907,3,31,5,5,16269,1,CollgCr,1978,2009
134900,914,2,30,5,7,6950,1,CollgCr,1979,2009
150500,1040,3,32,5,7,8800,2,CollgCr,1977,2009
136500,864,3,31,5,8,7000,1,CollgCr,1978,2009
143500,1268,3,32,5,7,9286,1,CollgCr,1977,2009
133500,864,3,37,5,6,15523,1,CollgCr,1972,2009
123000,894,2,37,5,5,7200,1,CollgCr,1972,2009
133900,768,2,37,5,8,7200,1,CollgCr,1972,2009
133000,768,2,37,5,7,8445,1,CollgCr,1972,2009
250000,1611,3,7,7,5,11664,2,CollgCr,2002,2009
254750,2184,4,6,8,5,12334,2,CollgCr,2003,2009
236500,1788,3,8,8,5,11838,2,CollgCr,2001,2009
261500,1872,3,8,8,5,11885,2,CollgCr,2001,2009
313000,2153,3,9,9,5,11050,2,CollgCr,2000,2009
198500,1725,3,7,7,5,8749,2,CollgCr,2002,2009
211000,1870,3,8,7,5,11250,2,CollgCr,2001,2009
220000,1513,2,10,8,5,15750,2,CollgCr,1999,2009
203000,1504,3,13,7,5,11883,2,CollgCr,1996,2009
279500,1828,3,7,8,5,12782,2,CollgCr,2002,2009
210000,1417,3,12,7,5,8750,2,CollgCr,1997,2009
219500,2034,3,12,7,5,9375,2,CollgCr,1997,2009
191000,1716,2,13,7,5,8750,2,CollgCr,1996,2009
178000,1212,3,8,7,5,9100,2,CollgCr,2001,2009
213000,1630,3,9,7,5,9750,2,CollgCr,2000,2009
144000,848,1,6,6,5,4435,1,CollgCr,2003,2009
140000,848,1,6,6,5,4435,1,CollgCr,2003,2009
293200,1602,3,2,8,5,10200,2,CollgCr,2007,2009
190000,1728,3,5,7,5,9313,2,CollgCr,2004,2009
190000,1500,3,5,7,5,8487,2,CollgCr,2004,2009
173500,1476,3,4,6,5,8633,2,CollgCr,2005,2009
170000,1396,3,2,6,5,11069,2,CollgCr,2007,2009
108000,1126,2,60,4,5,8777,2,Edwards,1949,2009
167000,1486,3,45,5,7,9937,1,Edwards,1964,2009
100000,816,2,71,4,6,8877,1,Edwards,1938,2009
198500,1922,4,6,7,5,7301,3,Edwards,2003,2009
159500,1426,3,32,6,6,7950,1,Edwards,1977,2009
127000,1149,3,49,4,6,10682,1,Edwards,1960,2009
125000,1125,3,33,6,6,7200,1,Edwards,1976,2009
320000,1698,3,2,9,5,13286,2,Edwards,2007,2009
145500,1072,2,4,6,5,3675,1,Edwards,2005,2009
118000,698,2,62,5,9,9405,1,Edwards,1947,2009
85000,876,3,50,4,5,6410,1,Edwards,1959,2009
120000,1368,3,59,5,5,11767,1,Edwards,1950,2009
98000,1529,4,64,4,3,8405,2,Edwards,1945,2009
99900,864,2,87,5,8,4060,1,Edwards,1922,2009
82000,944,2,57,3,3,10206,1,Edwards,1952,2009
119900,1678,6,50,5,5,10926,2,Edwards,1959,2009
103500,1560,2,53,5,5,11767,1,Edwards,1956,2009
112000,960,3,53,4,3,8926,1,Edwards,1956,2009
110000,1196,3,89,6,8,12354,1,Edwards,1920,2009
122000,1298,3,68,5,6,8212,1,Edwards,1941,2009
117000,1604,3,68,5,5,10998,2,Edwards,1941,2009
160000,1268,3,71,5,4,6300,1,SWISU,1938,2009
159434,1520,3,77,5,5,4500,1,SWISU,1932,2009
60000,438,1,89,2,5,8400,1,SWISU,1920,2009
139500,1489,3,69,6,7,9900,2,SWISU,1940,2009
197000,3082,5,89,7,3,15863,2,SWISU,1920,2009
105000,1242,3,74,6,6,5707,1,SWISU,1935,2009
135000,1981,4,81,4,3,7804,2,SWISU,1928,2009
147500,1232,3,93,6,8,8574,1,Crawfor,1916,2009
